loan_id, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, loan_status
2343, Not Graduate, No,2000000,4800000,8,302,1500000, Rejected
2344, Graduate, Yes,1300000,2900000,12,669,400000, Approved
2345, Graduate, No,7000000,27100000,6,591,6700000, Approved
2346, Graduate, No,4100000,15300000,6,440,7500000, Rejected
2347, Graduate, No,8000000,26200000,16,890,15800000, Approved
2348, Not Graduate, No,8100000,28000000,8,663,8800000, Approved
2349, Graduate, Yes,9500000,22600000,14,433,10000000, Rejected
2350, Graduate, No,9200000,22500000,10,317,14200000, Rejected
2351, Graduate, No,3900000,14700000,16,360,2600000, Rejected
2352, Graduate, No,9100000,26200000,8,727,20800000, Approved
2353, Graduate, Yes,3000000,8300000,4,685,2900000, Approved
2354, Graduate, No,2000000,4300000,8,373,2000000, Rejected
2355, Graduate, No,6300000,14600000,8,469,13300000, Rejected
2356, Not Graduate, Yes,4100000,10900000,8,548,8800000, Rejected
2357, Not Graduate, No,9800000,29400000,20,618,1200000, Approved
2358, Graduate, No,5200000,15400000,8,658,1200000, Approved
2359, Graduate, No,7600000,28700000,18,781,21300000, Approved
2360, Not Graduate, No,9200000,35500000,2,715,11100000, Approved
2361, Not Graduate, No,2200000,8100000,4,409,300000, Rejected
2362, Not Graduate, Yes,8300000,20600000,10,504,100000, Rejected
2363, Graduate, Yes,6100000,21600000,16,428,2900000, Rejected
2364, Graduate, No,4500000,16600000,20,704,6400000, Approved
2365, Not Graduate, No,6600000,18800000,12,834,18800000, Approved
2366, Not Graduate, No,8900000,34900000,14,694,15400000, Approved
2367, Graduate, Yes,3900000,13300000,20,453,9800000, Rejected
2368, Graduate, Yes,8900000,35400000,14,404,22300000, Rejected
2369, Not Graduate, No,6400000,22300000,12,776,500000, Approved
2370, Not Graduate, Yes,9500000,28700000,16,526,24600000, Rejected
2371, Graduate, Yes,300000,1000000,8,641,700000, Approved
2372, Not Graduate, No,4100000,12300000,6,582,10900000, Approved
2373, Graduate, No,8100000,20800000,18,778,4100000, Approved
2374, Graduate, No,9900000,28400000,10,763,23700000, Approved
2375, Not Graduate, No,4800000,19000000,12,650,7000000, Approved
2376, Graduate, Yes,2900000,9700000,2,820,6700000, Approved
2377, Not Graduate, Yes,3500000,13500000,12,824,8400000, Approved
2378, Not Graduate, Yes,4900000,12600000,4,718,11800000, Approved
2379, Not Graduate, Yes,5100000,13300000,14,313,5900000, Rejected
2380, Graduate, No,7300000,26200000,10,751,1400000, Approved
2381, Graduate, Yes,200000,300000,18,520,100000, Rejected
2382, Graduate, No,1400000,4700000,4,355,2100000, Approved
2383, Graduate, Yes,8700000,33600000,14,314,7700000, Rejected
2384, Not Graduate, Yes,2800000,5900000,20,728,1000000, Approved
2385, Graduate, Yes,9100000,30100000,14,564,26600000, Approved
2386, Not Graduate, Yes,6800000,15300000,14,699,19900000, Approved
2387, Not Graduate, Yes,5000000,17000000,6,624,6700000, Approved
2388, Graduate, Yes,4400000,16800000,14,795,8700000, Approved
2389, Not Graduate, Yes,8400000,18600000,20,703,2500000, Approved
2390, Graduate, No,7800000,17300000,4,394,3600000, Rejected
2391, Graduate, Yes,4800000,9900000,14,779,5200000, Approved
2392, Graduate, No,3200000,8800000,4,405,1000000, Rejected
2393, Graduate, Yes,2300000,6700000,16,612,6700000, Approved
2394, Not Graduate, Yes,9200000,28100000,10,448,22300000, Rejected
2395, Not Graduate, Yes,4700000,13700000,6,506,1300000, Rejected
2396, Not Graduate, Yes,8000000,30400000,2,776,16600000, Approved
2397, Graduate, Yes,2600000,8600000,6,730,800000, Approved
2398, Not Graduate, No,200000,800000,20,730,0, Approved
2399, Graduate, No,7300000,17200000,2,345,6100000, Rejected
2400, Not Graduate, No,3300000,11800000,2,847,7800000, Approved
2401, Not Graduate, No,8300000,23300000,20,398,18500000, Rejected
2402, Not Graduate, Yes,4100000,9600000,2,307,8800000, Rejected
2403, Not Graduate, No,7300000,23700000,16,852,9400000, Approved
2404, Not Graduate, No,9300000,27500000,6,364,12200000, Rejected
2405, Graduate, Yes,4300000,15200000,12,552,3400000, Approved
2406, Not Graduate, No,2600000,8100000,2,421,4200000, Approved
2407, Graduate, No,2900000,9800000,12,588,5900000, Approved
2408, Graduate, Yes,900000,3500000,6,763,2300000, Approved
2409, Not Graduate, Yes,4900000,17500000,20,823,12600000, Approved
2410, Graduate, No,7700000,24800000,10,642,16800000, Approved
2411, Graduate, No,4700000,16800000,12,647,10400000, Approved
2412, Not Graduate, No,3000000,8900000,20,886,2600000, Approved
2413, Not Graduate, No,9700000,26200000,4,518,26200000, Rejected
2414, Graduate, Yes,6900000,26800000,20,515,10800000, Rejected
2415, Not Graduate, Yes,3800000,12400000,8,340,1800000, Rejected
2416, Not Graduate, Yes,600000,1700000,14,521,0, Rejected
2417, Not Graduate, Yes,1200000,2900000,12,330,400000, Rejected
2418, Not Graduate, Yes,7800000,26800000,2,474,8900000, Approved
2419, Not Graduate, No,9000000,35100000,6,898,500000, Approved
2420, Not Graduate, No,2800000,9100000,12,436,3600000, Rejected
2421, Not Graduate, No,7800000,21300000,10,326,22800000, Rejected
2422, Graduate, Yes,4700000,9500000,18,876,11800000, Approved
2423, Graduate, No,4600000,17500000,20,597,11400000, Approved
2424, Graduate, No,5100000,16100000,14,436,11400000, Rejected
2425, Not Graduate, Yes,6100000,22800000,18,640,16800000, Approved
2426, Not Graduate, No,6000000,22900000,16,302,12200000, Rejected
2427, Not Graduate, No,8400000,23200000,16,476,15200000, Rejected
2428, Graduate, No,9300000,22000000,14,393,4300000, Rejected
2429, Graduate, No,4200000,10300000,10,506,9300000, Rejected
2430, Graduate, No,9600000,37800000,10,418,6700000, Rejected
2431, Graduate, No,5600000,13400000,6,865,14900000, Approved
2432, Graduate, No,7800000,28600000,2,703,500000, Approved
2433, Graduate, Yes,4500000,12600000,2,568,6900000, Approved
2434, Graduate, No,2400000,5900000,2,425,1100000, Rejected
2435, Not Graduate, No,3900000,11300000,12,305,5000000, Rejected
2436, Graduate, Yes,9600000,20600000,6,456,17300000, Rejected
2437, Not Graduate, No,900000,2600000,2,602,600000, Approved
2438, Graduate, Yes,1100000,3800000,20,814,1400000, Approved
2439, Not Graduate, No,6400000,24900000,2,640,10000000, Approved
2440, Graduate, No,4600000,15000000,4,817,7200000, Approved
2441, Graduate, No,7600000,29800000,20,361,13800000, Rejected
2442, Not Graduate, No,6800000,20100000,14,839,1900000, Approved
2443, Graduate, No,7100000,27000000,20,592,5100000, Approved
2444, Not Graduate, Yes,6700000,24700000,6,498,12900000, Rejected
2445, Not Graduate, Yes,5800000,12400000,6,847,5100000, Approved
2446, Graduate, Yes,8600000,29400000,16,643,1000000, Approved
2447, Graduate, Yes,3500000,10600000,4,389,8300000, Approved
2448, Graduate, Yes,4800000,17500000,20,381,400000, Rejected
2449, Graduate, Yes,6100000,14400000,16,400,9200000, Rejected
2450, Graduate, Yes,5200000,12700000,16,718,11700000, Approved
2451, Not Graduate, Yes,4100000,12400000,8,309,8200000, Rejected
2452, Not Graduate, No,3200000,7400000,2,838,2200000, Approved
2453, Not Graduate, Yes,7500000,21600000,14,678,8800000, Approved
2454, Not Graduate, Yes,1500000,4500000,14,826,3200000, Approved
2455, Graduate, Yes,1200000,3100000,16,348,1200000, Rejected
2456, Graduate, Yes,8400000,19700000,6,476,24700000, Rejected
2457, Not Graduate, Yes,7900000,26300000,8,666,4600000, Approved
2458, Graduate, Yes,2100000,4300000,20,896,100000, Approved
2459, Graduate, No,2500000,7000000,20,547,800000, Rejected
2460, Not Graduate, Yes,3700000,13900000,2,405,5900000, Approved
2461, Graduate, No,1100000,4000000,16,498,400000, Rejected
2462, Graduate, No,6500000,24800000,8,779,7000000, Approved
2463, Not Graduate, Yes,8200000,31500000,8,403,11500000, Rejected
2464, Not Graduate, No,5000000,12400000,8,709,11300000, Approved
2465, Not Graduate, No,1500000,6000000,6,507,2600000, Rejected
2466, Not Graduate, No,3700000,9100000,18,368,3400000, Rejected
2467, Graduate, Yes,4100000,14600000,16,760,4700000, Approved
2468, Not Graduate, No,7200000,16800000,6,796,6600000, Approved
2469, Graduate, No,2000000,5000000,6,876,500000, Approved
2470, Not Graduate, No,2000000,4700000,14,673,800000, Approved
2471, Graduate, Yes,5100000,11500000,4,747,5000000, Approved
2472, Not Graduate, No,6000000,13600000,12,589,9000000, Approved
2473, Graduate, No,4900000,18100000,8,382,13600000, Rejected
2474, Not Graduate, Yes,900000,2300000,12,900,1300000, Approved
2475, Graduate, Yes,7500000,25000000,18,628,3500000, Approved
2476, Graduate, No,6400000,25000000,12,667,13500000, Approved
2477, Graduate, Yes,8700000,26400000,2,778,8500000, Approved
2478, Graduate, Yes,7300000,17200000,18,831,18500000, Approved
2479, Graduate, No,7400000,27100000,4,320,19800000, Approved
2480, Graduate, No,2700000,9300000,16,656,7700000, Approved
2481, Graduate, No,3400000,8900000,6,896,4200000, Approved
2482, Not Graduate, Yes,2100000,7400000,4,320,3300000, Approved
2483, Not Graduate, No,3100000,10500000,10,751,5500000, Approved
2484, Not Graduate, No,4700000,17400000,2,523,10600000, Approved
2485, Graduate, No,3100000,10500000,6,584,7700000, Approved
2486, Not Graduate, No,5700000,20400000,2,630,3000000, Approved
2487, Graduate, Yes,2300000,8000000,14,472,4400000, Rejected
2488, Not Graduate, Yes,6600000,18500000,16,802,14600000, Approved
2489, Graduate, Yes,2700000,6400000,18,547,5000000, Rejected
2490, Not Graduate, Yes,800000,2800000,16,726,2000000, Approved
2491, Graduate, No,6600000,18500000,8,712,2300000, Approved
2492, Graduate, No,3900000,10700000,6,790,10600000, Approved
2493, Not Graduate, No,200000,600000,16,396,0, Rejected
2494, Graduate, No,2000000,4200000,6,831,1300000, Approved
2495, Graduate, Yes,9100000,20900000,20,632,4200000, Approved
2496, Graduate, No,4700000,10800000,8,527,13300000, Rejected
2497, Not Graduate, Yes,3200000,11100000,6,708,8900000, Approved
2498, Not Graduate, No,1700000,4200000,14,829,200000, Approved
2499, Not Graduate, No,2600000,8100000,12,854,4500000, Approved
2500, Not Graduate, Yes,2700000,6700000,14,899,2400000, Approved
2501, Not Graduate, Yes,3600000,13400000,6,589,3600000, Approved
2502, Graduate, Yes,7200000,26000000,6,571,4700000, Approved
2503, Not Graduate, Yes,2500000,6400000,6,708,6900000, Approved
2504, Not Graduate, No,5500000,19600000,16,328,2400000, Rejected
2505, Graduate, Yes,9200000,33500000,8,564,20800000, Approved
2506, Not Graduate, No,9000000,19000000,8,693,18300000, Approved
2507, Not Graduate, Yes,5900000,15000000,14,626,16400000, Approved
2508, Graduate, No,5600000,15600000,12,470,9900000, Rejected
2509, Not Graduate, Yes,3200000,12500000,8,849,400000, Approved
2510, Not Graduate, No,9100000,27800000,16,547,21900000, Rejected
2511, Not Graduate, Yes,4600000,15100000,2,417,5600000, Approved
2512, Graduate, No,7300000,14900000,2,358,13600000, Rejected
2513, Not Graduate, Yes,1300000,3100000,16,826,200000, Approved
2514, Not Graduate, No,1800000,4200000,6,836,1300000, Approved
2515, Graduate, No,500000,1700000,10,509,400000, Rejected
2516, Not Graduate, Yes,5700000,20500000,20,581,15200000, Approved
2517, Graduate, No,300000,1100000,4,359,100000, Approved
2518, Graduate, Yes,2100000,7100000,10,517,1200000, Rejected
2519, Not Graduate, Yes,5700000,20100000,14,442,11700000, Rejected
2520, Not Graduate, Yes,1100000,2700000,16,346,1900000, Rejected
2521, Graduate, No,9300000,34000000,6,742,4200000, Approved
2522, Graduate, Yes,3500000,8100000,10,626,7100000, Approved
2523, Not Graduate, Yes,8200000,28800000,4,619,9000000, Approved
2524, Not Graduate, Yes,7500000,17900000,20,734,9100000, Approved
2525, Graduate, Yes,7000000,25600000,6,420,15100000, Rejected
2526, Not Graduate, Yes,3900000,8300000,18,600,3900000, Approved
2527, Graduate, Yes,4700000,13200000,12,440,4000000, Rejected
2528, Not Graduate, Yes,1700000,5200000,16,820,1700000, Approved
2529, Graduate, No,2500000,7800000,8,437,5800000, Rejected
2530, Not Graduate, Yes,400000,1400000,12,468,700000, Rejected
2531, Not Graduate, Yes,2400000,9100000,8,368,2200000, Rejected
2532, Graduate, No,5700000,21900000,2,871,3200000, Approved
2533, Graduate, No,9800000,37900000,4,816,21800000, Approved
2534, Graduate, No,9000000,32800000,4,773,10600000, Approved
2535, Not Graduate, No,800000,3000000,14,576,1200000, Approved
2536, Graduate, No,1600000,4500000,14,673,1900000, Approved
2537, Graduate, Yes,9800000,34100000,20,760,21500000, Approved
2538, Not Graduate, Yes,2900000,7500000,12,678,3400000, Approved
2539, Not Graduate, Yes,3900000,12000000,14,893,6000000, Approved
2540, Graduate, Yes,3300000,9000000,18,754,6100000, Approved
2541, Graduate, Yes,700000,2200000,8,617,1600000, Approved
2542, Not Graduate, Yes,8400000,29500000,20,661,14600000, Approved
2543, Graduate, Yes,4000000,12100000,12,356,10500000, Rejected
2544, Not Graduate, Yes,1900000,6300000,16,811,1100000, Approved
2545, Not Graduate, No,3900000,14600000,2,730,9200000, Approved
2546, Not Graduate, No,7400000,18000000,2,792,5300000, Approved
2547, Not Graduate, Yes,5900000,16000000,6,798,15900000, Approved
2548, Not Graduate, No,1400000,2900000,12,490,600000, Rejected
2549, Graduate, Yes,1800000,5500000,6,448,2900000, Rejected
2550, Graduate, Yes,1000000,3100000,6,525,1900000, Rejected
2551, Graduate, No,7400000,19200000,20,415,2200000, Rejected
2552, Graduate, No,2700000,10600000,16,496,800000, Rejected
2553, Not Graduate, Yes,3600000,13100000,8,543,2900000, Rejected
2554, Graduate, No,7000000,18400000,12,520,4700000, Rejected
2555, Not Graduate, Yes,5000000,18000000,14,307,5300000, Rejected
2556, Graduate, No,1800000,5700000,14,502,1400000, Rejected
2557, Graduate, Yes,4700000,12000000,6,505,3400000, Rejected
2558, Not Graduate, Yes,6700000,23100000,4,304,14400000, Approved
2559, Not Graduate, No,5800000,17500000,10,719,5800000, Approved
2560, Graduate, Yes,5900000,22700000,18,855,13400000, Approved
2561, Not Graduate, No,6000000,15800000,18,593,6800000, Approved
2562, Not Graduate, Yes,700000,1400000,10,523,700000, Rejected
2563, Not Graduate, Yes,3700000,13100000,14,385,10600000, Rejected
2564, Graduate, Yes,7100000,19300000,6,783,3900000, Approved
2565, Graduate, Yes,1100000,3900000,2,538,400000, Approved
2566, Not Graduate, Yes,9500000,20100000,2,506,16800000, Rejected
2567, Not Graduate, Yes,2200000,8600000,2,461,1400000, Approved
2568, Not Graduate, Yes,5500000,20000000,8,666,3800000, Approved
2569, Not Graduate, Yes,4400000,16300000,20,561,5500000, Approved
2570, Not Graduate, No,5000000,10800000,10,345,12300000, Rejected
2571, Not Graduate, Yes,6100000,12500000,14,862,11300000, Approved
2572, Not Graduate, No,8100000,22300000,10,686,20400000, Approved
2573, Graduate, Yes,7000000,19600000,8,708,17600000, Approved
2574, Not Graduate, No,5600000,14800000,20,656,9600000, Approved
2575, Graduate, No,1800000,7000000,14,743,2600000, Approved
2576, Graduate, No,3600000,12100000,14,408,10100000, Rejected
2577, Graduate, No,600000,1300000,14,408,1000000, Rejected
2578, Graduate, Yes,4900000,16500000,12,439,7500000, Rejected
2579, Graduate, Yes,3000000,7100000,6,415,2000000, Rejected
2580, Not Graduate, Yes,3800000,10600000,12,490,3300000, Rejected
2581, Graduate, Yes,7600000,30000000,16,884,13300000, Approved
2582, Graduate, No,7800000,25400000,18,425,3000000, Rejected
2583, Graduate, No,6800000,21700000,20,730,17500000, Approved
2584, Graduate, Yes,5900000,17300000,20,657,1500000, Approved
2585, Not Graduate, No,4900000,16800000,10,480,2200000, Rejected
2586, Not Graduate, Yes,1100000,3100000,16,356,1300000, Rejected
2587, Not Graduate, Yes,9800000,36000000,12,629,28000000, Approved
2588, Graduate, Yes,1200000,4700000,2,667,1100000, Approved
2589, Not Graduate, No,4700000,11500000,18,559,7500000, Approved
2590, Graduate, No,6700000,16000000,4,791,0, Approved
2591, Not Graduate, Yes,3700000,11300000,6,538,6200000, Rejected
2592, Graduate, No,7400000,16000000,20,358,16700000, Rejected
2593, Not Graduate, No,3300000,11700000,14,439,4000000, Rejected
2594, Graduate, Yes,4800000,15300000,12,503,3300000, Rejected
2595, Graduate, Yes,4600000,11900000,6,810,11200000, Approved
2596, Graduate, Yes,8000000,30600000,14,302,12700000, Rejected
2597, Not Graduate, No,4100000,8800000,18,300,10900000, Rejected
2598, Not Graduate, No,2600000,7200000,16,612,1300000, Approved
2599, Not Graduate, No,1300000,5000000,6,686,2700000, Approved
2600, Graduate, Yes,2300000,4900000,12,409,3300000, Rejected
2601, Graduate, No,300000,900000,6,492,800000, Rejected
2602, Graduate, Yes,7000000,21700000,20,498,6600000, Rejected
2603, Not Graduate, Yes,4400000,10900000,18,611,8600000, Approved
2604, Not Graduate, Yes,5100000,11800000,6,776,7600000, Approved
2605, Not Graduate, No,5900000,13000000,6,779,10800000, Approved
2606, Graduate, Yes,7800000,27200000,16,560,3600000, Approved
2607, Graduate, Yes,2200000,5100000,6,308,3200000, Rejected
2608, Not Graduate, No,5400000,12600000,18,786,300000, Approved
2609, Not Graduate, No,7400000,29100000,8,597,12100000, Approved
2610, Graduate, No,5800000,12000000,12,811,9400000, Approved
2611, Graduate, Yes,5800000,13000000,12,862,11300000, Approved
2612, Not Graduate, Yes,4800000,14200000,12,369,3200000, Rejected
2613, Not Graduate, Yes,7400000,23900000,4,687,20800000, Approved
2614, Not Graduate, Yes,9600000,19600000,12,500,21500000, Rejected
2615, Not Graduate, Yes,200000,500000,6,746,400000, Approved
2616, Not Graduate, No,700000,2100000,14,619,1900000, Approved
2617, Not Graduate, No,7600000,16700000,20,692,9900000, Approved
2618, Not Graduate, Yes,1400000,3300000,18,321,900000, Rejected
2619, Not Graduate, Yes,3800000,15000000,14,730,10800000, Approved
2620, Not Graduate, No,2700000,10800000,6,480,4400000, Rejected
2621, Not Graduate, Yes,5000000,10700000,2,753,12600000, Approved
2622, Graduate, Yes,9000000,28900000,6,637,11300000, Approved
2623, Graduate, No,3700000,9000000,6,483,9300000, Rejected
2624, Not Graduate, Yes,300000,1100000,4,315,700000, Approved
2625, Graduate, No,1800000,4100000,8,777,2200000, Approved
2626, Graduate, No,7900000,17700000,4,402,20900000, Rejected
2627, Graduate, Yes,2100000,7700000,8,493,4300000, Rejected
2628, Graduate, Yes,900000,3100000,4,355,1700000, Approved
2629, Graduate, No,9900000,23600000,18,557,18300000, Approved
2630, Not Graduate, Yes,5600000,20000000,20,606,7100000, Approved
2631, Not Graduate, Yes,6000000,12200000,16,743,8800000, Approved
2632, Not Graduate, No,5700000,18400000,4,579,12800000, Approved
2633, Graduate, Yes,9000000,33100000,20,734,2800000, Approved
2634, Graduate, No,7300000,16100000,2,490,7600000, Rejected
2635, Graduate, No,5300000,20500000,16,802,11200000, Approved
2636, Not Graduate, Yes,3500000,7400000,16,867,500000, Approved
2637, Not Graduate, No,1000000,2200000,12,302,2200000, Rejected
2638, Not Graduate, No,5100000,19900000,12,867,1800000, Approved
2639, Graduate, Yes,2900000,9900000,8,312,1800000, Rejected
2640, Not Graduate, No,7600000,19100000,14,762,14800000, Approved
2641, Not Graduate, Yes,6000000,14700000,18,462,15400000, Rejected
2642, Graduate, No,6300000,18200000,18,849,4300000, Approved
2643, Not Graduate, No,1900000,7400000,18,592,2300000, Approved
2644, Graduate, No,600000,1400000,4,507,200000, Rejected
2645, Not Graduate, Yes,4100000,11400000,14,505,8100000, Rejected
2646, Not Graduate, Yes,800000,3200000,8,467,900000, Rejected
2647, Not Graduate, No,6600000,22900000,16,543,2500000, Rejected
2648, Graduate, Yes,300000,1100000,12,674,600000, Approved
2649, Graduate, No,6100000,13500000,2,717,15700000, Approved
2650, Not Graduate, Yes,4800000,17000000,10,666,6800000, Approved
2651, Not Graduate, No,4500000,17300000,18,830,200000, Approved
2652, Graduate, No,3800000,9400000,16,383,8300000, Rejected
2653, Graduate, Yes,7000000,18900000,8,584,13000000, Approved
2654, Not Graduate, No,4400000,14200000,18,799,6300000, Approved
2655, Graduate, No,5300000,19400000,6,510,14700000, Rejected
2656, Not Graduate, Yes,2600000,5900000,6,572,5800000, Approved
2657, Not Graduate, No,3300000,13100000,2,554,6000000, Approved
2658, Not Graduate, Yes,1200000,4800000,6,344,2900000, Rejected
2659, Graduate, No,4300000,8600000,8,881,9100000, Approved
2660, Not Graduate, Yes,8400000,27200000,10,514,2500000, Rejected
2661, Graduate, No,600000,1800000,18,796,1000000, Approved
2662, Graduate, Yes,4700000,16200000,12,802,2300000, Approved
2663, Graduate, No,4200000,12500000,20,375,1300000, Rejected
2664, Graduate, No,4300000,14700000,2,871,4100000, Approved
2665, Not Graduate, No,800000,2900000,2,439,100000, Approved
2666, Not Graduate, Yes,9300000,32000000,8,438,24800000, Rejected
2667, Not Graduate, No,6200000,13700000,2,468,3300000, Rejected
2668, Graduate, Yes,3500000,10200000,12,645,10400000, Approved
2669, Graduate, Yes,3600000,9200000,18,700,4400000, Approved
2670, Graduate, Yes,9500000,36700000,16,348,3500000, Rejected
2671, Graduate, Yes,600000,1400000,10,877,1400000, Approved
2672, Not Graduate, Yes,3800000,14900000,6,899,7800000, Approved
2673, Graduate, Yes,1400000,3500000,12,610,1200000, Approved
2674, Not Graduate, No,6300000,23900000,4,742,1500000, Approved
2675, Not Graduate, Yes,2800000,6600000,18,801,4000000, Approved
2676, Graduate, Yes,5400000,17100000,2,533,13800000, Approved
2677, Not Graduate, Yes,6300000,23900000,16,656,12700000, Approved
2678, Graduate, Yes,3900000,14300000,18,785,10900000, Approved
2679, Graduate, Yes,4200000,15700000,2,332,7000000, Approved
2680, Graduate, No,3100000,8100000,18,768,400000, Approved
2681, Graduate, No,3400000,8600000,6,640,7700000, Approved
2682, Not Graduate, No,1500000,3100000,6,885,100000, Approved
2683, Not Graduate, Yes,900000,2000000,18,772,2300000, Approved
2684, Graduate, Yes,7800000,25600000,4,665,1000000, Approved
2685, Not Graduate, Yes,3500000,10500000,20,454,8300000, Rejected
2686, Not Graduate, No,8400000,32500000,14,698,20600000, Approved
2687, Not Graduate, Yes,6400000,21300000,20,332,3600000, Rejected
2688, Not Graduate, No,9600000,28300000,6,536,18700000, Rejected
2689, Not Graduate, Yes,2100000,6500000,10,796,2400000, Approved
2690, Not Graduate, Yes,6000000,19900000,8,486,12100000, Rejected
2691, Not Graduate, Yes,8300000,16800000,18,422,8000000, Rejected
2692, Not Graduate, Yes,5300000,18500000,6,501,6700000, Rejected
2693, Not Graduate, Yes,9700000,23500000,4,666,15100000, Approved
2694, Not Graduate, Yes,8200000,16500000,18,371,19000000, Rejected
2695, Graduate, No,3400000,6900000,14,312,1800000, Rejected
2696, Graduate, No,2800000,11000000,12,753,3900000, Approved
2697, Not Graduate, Yes,2400000,5200000,16,740,6300000, Approved
2698, Graduate, No,8200000,24000000,4,366,10900000, Rejected
2699, Not Graduate, No,4200000,11100000,8,526,11600000, Rejected
2700, Graduate, Yes,5500000,14800000,10,354,16000000, Rejected
2701, Not Graduate, Yes,2900000,6300000,6,719,7900000, Approved
2702, Not Graduate, No,6300000,20100000,12,774,15600000, Approved
2703, Not Graduate, Yes,9700000,29100000,18,732,4700000, Approved
2704, Not Graduate, No,6500000,16000000,6,862,2000000, Approved
2705, Not Graduate, No,4900000,10800000,18,613,6800000, Approved
2706, Graduate, Yes,6900000,16500000,6,447,4100000, Rejected
2707, Not Graduate, Yes,1100000,3000000,4,730,300000, Approved
2708, Not Graduate, Yes,7800000,29600000,14,568,-100000, Approved
2709, Graduate, Yes,8200000,23600000,6,495,23000000, Rejected
2710, Not Graduate, Yes,6700000,23600000,14,854,3000000, Approved
2711, Graduate, Yes,7400000,15200000,10,548,16700000, Rejected
2712, Not Graduate, No,1200000,2700000,14,779,600000, Approved
2713, Not Graduate, No,9500000,24800000,2,564,17400000, Approved
2714, Not Graduate, Yes,4000000,8200000,2,571,3500000, Approved
2715, Not Graduate, Yes,8600000,32600000,8,778,21500000, Approved
2716, Graduate, Yes,9100000,28400000,12,808,25800000, Approved
2717, Not Graduate, Yes,7100000,18600000,20,770,19200000, Approved
2718, Not Graduate, No,9000000,28400000,4,612,0, Approved
2719, Graduate, Yes,1400000,2700000,14,819,1200000, Approved
2720, Graduate, No,8800000,20200000,6,627,24200000, Approved
2721, Not Graduate, Yes,5400000,14700000,4,359,12300000, Rejected
2722, Graduate, No,6100000,19100000,6,341,5700000, Rejected
2723, Graduate, No,1000000,3600000,4,570,1000000, Approved
2724, Graduate, Yes,7700000,18100000,20,736,7800000, Approved
2725, Graduate, Yes,6100000,12900000,2,302,8900000, Rejected
2726, Not Graduate, Yes,7700000,21000000,12,420,16100000, Rejected
2727, Graduate, Yes,4700000,12000000,2,416,5800000, Rejected
2728, Graduate, Yes,9100000,34800000,20,836,21300000, Approved
2729, Graduate, Yes,5800000,12700000,12,528,8400000, Rejected
2730, Not Graduate, No,8500000,24900000,2,405,1900000, Rejected
2731, Graduate, Yes,9900000,33400000,14,783,16600000, Approved
2732, Not Graduate, Yes,2000000,4000000,10,636,2100000, Approved
2733, Not Graduate, Yes,5000000,16800000,6,711,6300000, Approved
2734, Graduate, Yes,3200000,11800000,16,848,5500000, Approved
2735, Not Graduate, Yes,8000000,27800000,8,804,7900000, Approved
2736, Not Graduate, Yes,1200000,2800000,14,892,3200000, Approved
2737, Not Graduate, Yes,5800000,22800000,14,696,12100000, Approved
2738, Graduate, No,2500000,7600000,20,888,7400000, Approved
2739, Not Graduate, Yes,600000,1400000,10,699,400000, Approved
2740, Graduate, No,4900000,13000000,10,865,13300000, Approved
2741, Graduate, Yes,9400000,37300000,14,383,7800000, Rejected
2742, Graduate, No,5300000,19300000,16,368,14700000, Rejected
2743, Not Graduate, No,5100000,15800000,4,607,6000000, Approved
2744, Not Graduate, Yes,2900000,8900000,18,827,400000, Approved
2745, Graduate, No,9100000,34000000,12,672,8600000, Approved
2746, Not Graduate, Yes,8800000,26700000,12,708,16000000, Approved
2747, Not Graduate, No,2600000,8800000,10,682,4500000, Approved
2748, Graduate, Yes,9700000,25500000,18,741,21900000, Approved
2749, Not Graduate, Yes,600000,1200000,8,343,100000, Rejected
2750, Graduate, Yes,4100000,11100000,16,785,6800000, Approved
2751, Not Graduate, Yes,8000000,28000000,20,830,22400000, Approved
2752, Graduate, No,8800000,26700000,16,696,12900000, Approved
2753, Graduate, No,200000,300000,12,697,600000, Approved
2754, Graduate, Yes,3800000,11700000,2,351,100000, Approved
2755, Graduate, No,6800000,21800000,10,556,16400000, Approved
2756, Graduate, No,8600000,31800000,2,895,22600000, Approved
2757, Graduate, Yes,2800000,8400000,10,534,8300000, Rejected
2758, Graduate, No,8000000,29800000,12,736,600000, Approved
2759, Graduate, Yes,2300000,5500000,16,629,4600000, Approved
2760, Graduate, Yes,7600000,16200000,20,657,1900000, Approved
2761, Graduate, No,2900000,11300000,12,839,700000, Approved
2762, Not Graduate, No,7900000,25700000,18,589,4300000, Approved
2763, Not Graduate, No,1900000,4500000,6,805,2200000, Approved
2764, Not Graduate, Yes,4600000,13600000,20,729,1300000, Approved
2765, Not Graduate, No,2600000,7700000,6,399,3700000, Rejected
2766, Not Graduate, No,2700000,6700000,8,413,7600000, Rejected
2767, Graduate, Yes,6300000,13200000,16,321,6700000, Rejected
2768, Graduate, Yes,2600000,7500000,2,853,4200000, Approved
2769, Not Graduate, Yes,7700000,23400000,6,400,3900000, Rejected
2770, Graduate, Yes,7400000,16300000,16,630,11200000, Approved
2771, Graduate, Yes,7300000,21600000,20,557,1900000, Approved
2772, Graduate, No,2900000,7600000,2,358,800000, Rejected
2773, Graduate, Yes,6600000,16000000,10,510,1200000, Rejected
2774, Graduate, Yes,2700000,9600000,14,554,5800000, Approved
